tag,patterns,responses
CommissionOfThirdMinorOffense,What are the punishment for committing 3rd minor offense?,The commission of a third minor offense is considered a major offense (misconduct). The corrective actions for this offense are Corrective Action 1 and 2.
CommissionOfSecondAndThirdMajorOffenses,Is the commission of 2nd and 3rd major offenses considered a major offense?,"The commission of 2nd and 3rd major offenses is considered a major offense (misconduct). The corrective actions for this offense are Corrective Action 2, 3, 4, and 5."
CommissionOfSecondAndThirdMajorOffenses,What are the corrective actions for committing 2nd and 3rd major offenses?,"The commission of 2nd and 3rd major offenses is considered a major offense (misconduct). The corrective actions for this offense are Corrective Action 2, 3, 4, and 5."
CommissionOfSecondAndThirdMajorOffenses,What are the punishment for second and third major offenses?,"The commission of 2nd and 3rd major offenses is considered a major offense (misconduct). The corrective actions for this offense are Corrective Action 2, 3, 4, and 5."
SimilarOrAnalogousActsToMajorOffense,Are any similar or analogous acts to any of the major offenses considered major offenses?,"Any similar or analogous acts to any of the major offenses are considered major offenses (misconduct). The corrective actions for this offense are Corrective Action 1, 2, 3, 4, and 5."
SimilarOrAnalogousActsToMajorOffense,What are the corrective actions for similar or analogous acts to major offenses?,"Any similar or analogous acts to any of the major offenses are considered major offenses (misconduct). The corrective actions for this offense are Corrective Action 1, 2, 3, 4, and 5."
SimilarOrAnalogousActsToMajorOffense,What if someone committed actions similar to major offenses?,"Any similar or analogous acts to any of the major offenses are considered major offenses (misconduct). The corrective actions for this offense are Corrective Action 1, 2, 3, 4, and 5."
TamperingWithOfficialDocument,Is tampering with any official school document considered a major offense?,"Tampering with any official school document is considered a major offense (dishonesty). The corrective actions for this offense are Corrective Action 2, 3, and 4."
TamperingWithOfficialDocument,What are the corrective actions for tampering with official school documents?,"Tampering with any official school document is considered a major offense (dishonesty). The corrective actions for this offense are Corrective Action 2, 3, and 4."
TamperingWithOfficialDocument,What are the punishment for tampering official documents?,"Tampering with any official school document is considered a major offense (dishonesty). The corrective actions for this offense are Corrective Action 2, 3, and 4."
UnauthorizedUseOfIDCard,Is using someone else's ID card or lending an ID card to someone else considered a major offense?,Using someone else's ID card or lending an ID card to someone else is considered a major offense (dishonesty). The corrective actions for this offense are Corrective Action 1 and 2.
UnauthorizedUseOfIDCard,What are the corrective actions for using someone else's ID card or lending an ID card to someone else?,Using someone else's ID card or lending an ID card to someone else is considered a major offense (dishonesty). The corrective actions for this offense are Corrective Action 1 and 2.
